"npp","a","ess","c13","mortbg2","poids_models","ssp_gui","is_gui_bin"
"21-88-266-1-053T",10,61,1.578,"3",14.1431412860433,"abietis",0
"22-04-308-1-202T",2,52,0.747,"0",39.2906605764917,"austriacum",0
"21-88-266-1-053T",6,61,1.758,"1",14.1421855211085,"abietis",1
"22-04-310-1-206T",6,52,0.72,"0",39.2911471719527,"austriacum",1
"21-88-266-1-053T",4,61,1.985,"2",14.1408333633794,"abietis",1
"22-04-310-1-206T",2,52,0.715,"0",39.291235317917,"austriacum",1
"21-88-266-1-053T",11,61,1.817,"3",14.1418498291444,"abietis",0
"22-04-310-1-206T",1,52,0.758,"3",39.2904572023496,"austriacum",1
"21-88-266-1-053T",17,61,1.737,"0",14.1423023346681,"abietis",1
"22-04-310-1-208T",10,52,0.96,"0",39.2861944342298,"austriacum",1
"21-88-266-1-053T",3,61,2.421,"0",14.1377771951568,"abietis",0
"22-04-310-1-208T",9,52,0.867,"0",39.2882813966331,"austriacum",1
"21-88-266-1-053T",2,12,1.229,"0",14.1447008300058,NA,0
"22-04-310-1-208T",4,52,0.72,"0",39.2911471719527,"austriacum",1
"21-88-266-1-053T",12,61,1.651,"0",14.1427660873826,"abietis",0
"22-04-310-1-208T",1,52,0.848,"0",39.2886816530923,"austriacum",1
"21-88-266-1-053T",14,61,1.303,"0",14.144402522672,"abietis",0
"21-88-266-1-061T",8,61,1.554,"1",14.1432609376583,"abietis",0
"22-04-312-1-196T",12,52,1.265,"0",14.1445578839326,"austriacum",1
"22-04-312-1-196T",3,61,0.96,"0",39.2861944342298,NA,0
"21-88-266-1-061T",9,61,1.135,"0",39.2816920520136,"abietis",0
"21-88-266-1-061T",7,61,1.667,"1",14.1426815881777,"abietis",1
"22-05-284-1-200T",12,52,0.83,"1",39.2890526699228,"austriacum",0
"22-05-284-1-200T",13,52,0.97,"1",39.2859573925326,"austriacum",0
"22-05-284-1-200T",16,52,0.775,"1",39.290137053579,"austriacum",0
"22-08-194-1-032T",2,17,1.359,"3",14.1441651951301,NA,0
"22-05-284-1-200T",15,52,0.975,"1",39.2858379516214,"austriacum",0
"22-05-284-1-200T",14,52,0.788,"1",39.2898874465593,"austriacum",0
"22-08-194-1-032T",3,17,1.412,"3",14.143931392177,NA,0
"22-05-284-1-200T",11,52,0.87,"1",39.288217388293,"austriacum",0
"22-08-194-1-032T",10,17,1.183,"2",14.144877481871,NA,0
"22-05-284-1-200T",8,52,0.943,"1",39.2865917741146,"austriacum",1
"22-08-194-1-032T",6,17,1.65,"1",14.1427713415577,NA,0
"22-05-284-1-200T",6,52,0.785,"3",39.2899454164289,"austriacum",1
"22-05-284-1-200T",10,52,1.2,"1",14.144812981903,"austriacum",0
"22-08-194-1-032T",5,17,1.335,"3",14.1442681286371,NA,0
"22-05-284-1-200T",9,52,0.872,"2",39.2881745933495,"austriacum",1
"22-05-284-1-200T",5,52,0.93,"3",39.2868908375239,"austriacum",1
"22-08-194-1-032T",11,19,1.321,"3",14.1443273269079,"album",1
"22-05-286-1-190T",18,52,0.72,"X",39.2911471719527,"austriacum",0
"22-08-194-1-032T",1,20,0.925,"0",39.2870047576964,"album",0
"22-05-286-1-190T",17,52,0.706,"0",39.2913924337045,"austriacum",1
"22-08-194-1-032T",9,22,0.917,"0",39.2871857539512,NA,0
"22-05-286-1-190T",16,52,0.74,"0",39.2907884495991,"austriacum",1
"04597-20010-7-6T",7,52,1.03,"X",19.6422418115257,"austriacum",0
"22-05-286-1-190T",15,52,0.787,"1",39.2899067943989,"austriacum",1
"22-05-286-1-190T",14,52,0.74,"0",39.2907884495991,"austriacum",0
"22-05-286-1-190T",13,52,0.835,"0",39.288950407433,"austriacum",1
"04597-20010-7-6T",1,61,1.21,"0",7.07238730549715,NA,0
"22-05-286-1-190T",12,52,0.827,"0",39.2891137328598,"austriacum",1
"22-05-286-1-190T",11,52,0.935,"0",39.2867763038925,"austriacum",1
"04597-20010-7-6T",3,52,1.09,"X",19.6414607728682,"austriacum",1
"22-05-286-1-190T",7,52,1.58,"0",14.1431312323946,"austriacum",1
"04597-20010-7-6T",6,52,1.4,"0",7.07199255568555,"austriacum",0
"22-05-286-1-190T",6,52,1.176,"0",14.1449037733674,"austriacum",0
"04597-20010-7-6T",4,52,1.15,"0",19.6406355935967,"austriacum",1
"22-05-286-1-190T",4,52,1.2,"0",14.144812981903,"austriacum",0
"20-50-079-1-107T",1,25,1.704,"0",14.6312405307404,"album",0
"22-05-286-1-190T",1,52,0.753,"0",39.290550013423,"austriacum",1
"22-05-286-1-190T",3,52,1.059,"0",39.283739643722,"austriacum",1
"22-05-286-1-190T",2,52,1.185,"0",14.1448699413739,"austriacum",1
"22-05-286-1-190T",5,52,1.904,"0",14.1413346412147,"austriacum",1
"20-50-079-1-107T",5,19,3.625,"0",14.6144033266077,"album",1
"22-05-286-1-196T",14,52,0.892,"0",39.2877412445235,"austriacum",0
"20-50-079-1-107T",6,25,0.733,"X",39.2909151196108,"album",0
"22-05-286-1-196T",11,52,0.963,"1",39.286123579342,"austriacum",0
"20-50-079-1-107T",4,25,0.832,"X",39.2890118385658,"album",0
"22-05-286-1-196T",8,52,1.225,"0",14.1447164583403,"austriacum",1
"22-05-286-1-196T",7,52,1.145,"1",39.2814120879677,"austriacum",1
"20-50-079-1-107T",3,25,1.134,"X",39.2817199135661,"album",0
"22-05-286-1-196T",4,52,0.724,"1",39.291076213203,"austriacum",0
"20-50-079-1-107T",2,25,1.324,"0",14.6331354585249,"album",0
"22-05-286-1-196T",3,52,0.79,"1",39.2898486772315,"austriacum",0
"22-05-286-1-196T",12,52,1.395,"3",14.144007359021,"austriacum",1
"22-10-203-1-073T",4,17,1.277,"0",17.9629075538247,NA,0
"22-05-286-1-196T",6,52,1.022,"1",39.284685227563,"austriacum",1
"22-05-286-1-196T",1,52,1.018,"1",39.2847854414616,"austriacum",1
"22-10-203-1-073T",3,19,2.214,"3",17.956296294009,"album",1
"22-05-286-1-198T",4,52,0.837,"1",39.288909330614,"austriacum",0
"22-05-286-1-198T",2,52,0.713,"2",39.2912704044207,"austriacum",1
"22-05-288-1-194T",2,52,1.52,"0",17.8847883522845,"austriacum",1
"22-10-214-1-084T",19,14,0.917,"1",39.2871857539512,"album",1
"22-10-214-1-084T",2,14,0.894,"3",39.2876973697161,"album",1
"22-05-288-1-194T",14,52,0.737,"0",39.3503445738824,"austriacum",1
"22-05-288-1-194T",10,52,0.725,"1",39.3505604283403,"austriacum",1
"22-10-214-1-084T",14,14,0.854,"2",39.288556213548,"album",1
"22-05-288-1-194T",9,52,0.895,"1",39.3471722885011,"austriacum",1
"22-05-288-1-194T",16,52,0.993,"0",39.3448963373322,"austriacum",1
"22-10-214-1-084T",15,14,0.901,"2",39.2875430348412,"album",1
"22-05-288-1-194T",8,52,0.731,"0",39.3504529437451,"austriacum",1
"22-10-214-1-084T",16,14,0.825,"1",39.2891543187511,"album",0
"22-05-288-1-194T",3,52,1.182,"1",17.886626901635,"austriacum",1
"22-10-214-1-084T",17,14,0.951,"1",39.2864056739537,"album",0
"20-51-196-1-074T",16,33,1.107,"0",59.6227207433769,"album",0
"22-05-288-1-200T",14,52,1.073,"2",39.2833730990021,"austriacum",1
"22-05-288-1-200T",13,52,0.815,"3",39.2893557753848,"austriacum",1
"22-05-288-1-200T",8,52,0.847,"1",39.2887024737758,"austriacum",1
"22-05-288-1-200T",7,52,0.91,"2",39.2873428373539,"austriacum",1
"20-51-196-1-074T",19,33,0.941,"0",59.6290577597938,"album",0
"22-05-290-1-192T",7,52,0.812,"1",39.2894157337001,"austriacum",0
"20-51-196-1-074T",17,33,0.951,"0",59.6287050548787,"album",1
"22-05-290-1-192T",5,52,1.147,"0",39.2813558009414,"austriacum",0
"22-05-290-1-192T",1,52,1.036,"0",39.2843313881664,"austriacum",1
"20-51-196-1-074T",18,33,1.028,"0",59.6258644970116,"album",1
"22-05-290-1-192T",4,52,0.757,"0",39.290475813668,"austriacum",0
"22-05-290-1-192T",3,52,0.74,"0",39.2907884495991,"austriacum",0
"20-51-198-1-052T",11,24,1.439,"0",14.1438088494228,"album",1
"22-05-296-1-186T",23,52,0.938,"1",39.2867072892579,"austriacum",0
"22-05-296-1-186T",7,52,1.069,"1",39.2834783165801,"austriacum",0
"20-51-198-1-052T",1,17,1.37,"3",14.1441174048551,NA,0
"22-05-296-1-186T",26,52,0.784,"1",39.2899646906193,"austriacum",0
"20-51-198-1-052T",4,17,1.948,"3",14.1410649283842,NA,0
"22-05-296-1-186T",20,52,0.874,"1",39.2881317002333,"austriacum",0
"20-51-198-1-052T",10,24,0.707,"0",39.2913750746149,"album",0
"22-05-296-1-186T",18,52,0.795,"1",39.2897513242979,"austriacum",0
"20-51-198-1-052T",19,24,1.075,"0",39.2833203430617,"album",1
"22-05-296-1-186T",17,52,1.179,"1",14.1448925246773,"austriacum",0
"20-51-198-1-052T",2,17,1.038,"4",39.284280447215,NA,0
"22-05-296-1-186T",16,52,1.298,"1",14.1444232274388,"austriacum",0
"22-05-296-1-186T",15,52,0.836,"1",39.2889298812965,"austriacum",0
"22-05-296-1-186T",12,52,1.032,"1",39.2844329757235,"austriacum",0
"22-05-296-1-186T",11,52,0.997,"1",39.2853051250444,"austriacum",0
"22-05-296-1-186T",6,52,1.21,"1",14.1447746111413,"austriacum",0
"22-05-296-1-186T",4,52,0.785,"1",39.2899454164289,"austriacum",0
"22-05-296-1-186T",3,52,0.738,"2",39.2908247637969,"austriacum",0
"22-15-206-1-190T",22,61,2.05,"0",14.1404160289417,"abietis",1
"22-05-296-1-186T",2,52,0.873,"2",39.2881531590629,"austriacum",0
"22-15-206-1-190T",10,61,1.266,"1",14.1445538543421,"abietis",0
"22-05-296-1-186T",1,52,1.002,"1",39.2851823721225,"austriacum",0
"22-05-296-1-186T",21,52,1.157,"1",39.2810728947701,"austriacum",1
"22-15-206-1-190T",2,61,1.816,"2",14.1418556110121,"abietis",0
"22-05-296-1-186T",9,52,1.229,"1",14.1447008300058,"austriacum",0
"22-15-206-1-190T",1,61,0.99,"1",39.2854759487713,"abietis",0
"22-05-296-1-186T",8,52,1.159,"1",39.2810160193339,"austriacum",0
"22-15-206-1-190T",17,61,0.854,"1",39.288556213548,"abietis",0
"22-15-206-1-190T",16,61,0.807,"0",39.2895151732682,"abietis",0
"22-15-206-1-190T",14,61,0.891,"0",39.2877631451149,"abietis",0
"22-05-300-1-188T",20,52,0.915,"1",39.287230757622,"austriacum",0
"22-15-206-1-190T",7,61,1.216,"0",14.144751435939,"abietis",0
"22-05-300-1-188T",18,52,0.778,"1",39.2900798202113,"austriacum",0
"22-15-206-1-190T",5,61,0.98,"0",39.2857178973499,"abietis",0
"22-05-300-1-188T",17,52,0.815,"1",39.2893557753848,"austriacum",0
"22-15-206-1-190T",3,61,0.801,"1",39.2896336906586,"abietis",0
"22-05-300-1-188T",14,52,0.836,"1",39.2889298812965,"austriacum",0
"20-52-217-1-071T",9,33,1.303,"0",14.144402522672,"album",1
"22-05-300-1-188T",4,52,0.985,"X",39.2855972297294,"austriacum",0
"22-05-300-1-188T",1,52,0.767,"2",39.2902885956643,"austriacum",1
"22-05-300-1-188T",3,52,1.005,"2",39.2851084259852,"austriacum",0
"22-05-300-1-188T",16,52,0.947,"1",39.2864989203292,"austriacum",0
"22-05-304-1-172T",11,52,0.861,"0",39.2884087506348,"austriacum",1
"22-05-304-1-172T",10,52,1.369,"0",14.1441217653322,"austriacum",0
"22-05-304-1-186T",19,52,0.717,"2",39.2912001331948,"austriacum",0
"22-05-304-1-186T",18,52,0.708,"2",39.2913576909701,"austriacum",0
"22-18-193-1-131T",3,14,1.316,"0",14.1443483180231,"album",1
"22-05-304-1-186T",6,52,0.713,"1",39.2912704044207,"austriacum",1
"22-06-318-1-196T",3,52,0.988,"0",39.2855245347544,"austriacum",1
"22-06-318-1-196T",4,52,0.849,"0",39.2886608078638,"austriacum",0
"22-06-318-1-196T",13,52,0.862,"0",39.2883875863275,"austriacum",0
"22-06-318-1-196T",7,52,1.215,"0",14.1447553064281,"austriacum",1
"22-06-318-1-196T",1,52,1.075,"0",39.2833203430617,"austriacum",0
"22-06-318-1-196T",14,52,0.784,"2",39.2899646906193,"austriacum",1
"22-06-318-1-196T",12,52,0.747,"0",39.2906605764917,"austriacum",0
"22-19-181-1-199T",20,10,1.445,"0",14.653263777954,NA,0
"22-06-318-1-196T",11,52,1.125,"0",39.2819695641729,"austriacum",1
"22-06-318-1-196T",9,52,1.157,"0",39.2810728947701,"austriacum",1
"22-19-181-1-199T",18,10,1.395,"0",14.6534979771078,NA,0
"22-06-318-1-196T",8,52,0.848,"0",39.2886816530923,"austriacum",1
"22-19-181-1-199T",21,10,1.56,"0",14.6526938559026,NA,0
"22-06-318-1-196T",2,52,0.763,"1",39.2903637774829,"austriacum",1
"22-19-181-1-199T",25,10,0.725,"0",39.2910584121303,NA,0
"20-49-110-1-140T",2,17,1.99,"X",17.9274989772265,NA,0
"22-19-181-1-199T",17,14,1.349,"0",14.6537061633504,"album",1
"20-49-110-1-140T",3,19,1.194,"0",17.9326133676837,"album",0
"22-19-181-1-199T",12,14,0.972,"0",39.2859096897721,"album",0
"20-49-110-1-140T",14,19,1.269,"0",17.9322405055521,"album",0
"22-19-181-1-199T",11,14,1.728,"0",14.6517829566537,"album",0
"20-49-110-1-140T",16,19,1.38,"0",17.9316470282191,"album",1
"22-19-181-1-199T",10,14,2.05,"0",14.6497772813589,"album",0
"20-49-110-1-140T",12,19,1.793,"0",17.9290025445042,"album",1
"22-19-181-1-199T",3,14,1.005,"0",39.2851084259852,"album",0
"20-49-110-1-140T",13,19,0.848,"0",41.5642744234442,"album",1
"20-49-110-1-140T",10,19,0.828,"0",41.5647100219256,"album",0
"20-49-110-1-140T",6,19,2.371,"1",17.9241476738439,"album",1
"20-49-110-1-140T",8,19,1.545,"1",17.9306730010986,"album",0
"20-49-110-1-140T",9,19,1.298,"1",17.9320902488681,"album",0
"20-49-110-1-140T",11,19,0.816,"0",41.5649663951329,"album",0
"22-06-318-1-206T",12,52,0.895,"0",39.2876753955003,"austriacum",1
"22-06-318-1-206T",2,52,1.173,"1",39.2806151454992,"austriacum",1
"22-06-318-1-206T",3,52,1.252,"0",14.1446099790544,"austriacum",1
"22-06-318-1-206T",1,52,1.107,"0",39.2824629069739,"austriacum",0
"22-06-318-1-206T",4,52,1.138,"1",39.2816083202432,"austriacum",1
"22-21-231-1-117T",13,11,1.395,"0",14.144007359021,NA,1
"22-06-318-1-206T",5,52,0.764,"1",39.2903450188552,"austriacum",0
"22-06-318-1-206T",8,52,0.888,"X",39.2878286996391,"austriacum",1
"22-21-231-1-117T",8,17,1.661,"1",14.142713370762,NA,0
"22-06-318-1-206T",10,52,0.732,"0",39.2909331171136,"austriacum",0
"22-21-231-1-117T",4,17,1.526,"0",14.1433982160579,NA,0
"22-06-318-1-206T",13,52,0.815,"0",39.2893557753848,"austriacum",0
"22-21-231-1-117T",5,20,1.216,"0",14.144751435939,"album",0
"22-06-318-1-206T",15,52,0.831,"1",39.2890322665175,"austriacum",0
"22-06-318-1-206T",16,52,0.725,"0",39.2910584121303,"austriacum",0
"22-21-231-1-117T",6,20,1.584,"1",14.1431110869375,"album",0
"22-21-231-1-117T",7,20,1.133,"0",39.2817477505997,"album",0
"22-06-318-1-208T",8,52,1.438,"1",14.1438134293956,"austriacum",0
"22-21-231-1-117T",12,21,0.746,"X",39.2906789177365,"album",0
"22-06-318-1-208T",15,52,1.32,"1",14.1443315314941,"austriacum",0
"22-21-231-1-117T",14,23,1.057,"0",39.283791614835,"album",1
"22-06-318-1-208T",19,52,0.725,"1",39.2910584121303,"austriacum",0
"22-21-234-1-120T",1,23,0.854,"0",39.288556213548,"album",1
"22-06-318-1-208T",2,52,1.178,"2",14.144896277423,"austriacum",1
"22-21-234-1-120T",14,54,1.01,"0",39.2849846917907,NA,0
"22-06-320-1-204T",1,52,0.879,"1",39.2880240379415,"austriacum",0
"22-06-320-1-204T",2,52,0.818,"1",39.289295596141,"austriacum",0
"22-21-234-1-120T",13,54,0.9,"0",39.2875651563035,NA,0
"22-06-320-1-204T",4,52,1.235,"1",14.1446772920415,"austriacum",0
"22-21-234-1-120T",12,54,1.341,"0",14.1442425670585,NA,0
"22-06-320-1-204T",10,52,0.833,"2",39.2889913860677,"austriacum",0
"22-21-234-1-120T",10,54,0.961,"1",39.2861708404695,NA,0
"22-06-320-1-204T",16,52,0.815,"1",39.2893557753848,"austriacum",0
"22-21-234-1-120T",8,54,0.853,"0",39.2885771815007,NA,0
"22-06-320-1-204T",21,52,0.934,"3",39.286799259695,"austriacum",1
"22-21-234-1-120T",7,54,0.864,"0",39.2883451840811,NA,0
"22-06-320-1-204T",23,52,0.851,"1",39.2886190437719,"austriacum",1
"22-21-234-1-120T",6,54,0.883,"0",39.2879374663408,NA,0
"22-06-320-1-204T",22,52,1.192,"2",14.1448434493913,"austriacum",1
"22-21-234-1-120T",4,54,0.835,"0",39.288950407433,NA,0
"22-06-320-1-204T",5,52,1.054,"2",39.2838693875537,"austriacum",0
"22-21-234-1-120T",3,54,0.744,"X",39.2907155265684,NA,0
"22-21-234-1-120T",2,54,0.799,"0",39.2896730000671,NA,0
"22-21-234-1-120T",5,54,1.177,"1",14.1449000269864,NA,0
"22-06-326-1-196T",1,52,0.868,"0",39.2882600850632,"austriacum",1
"22-21-234-1-120T",9,54,0.92,"1",39.2871180643993,NA,0
"22-06-326-1-196T",2,52,0.8,"0",39.2896533576372,"austriacum",1
"22-21-234-1-120T",11,54,0.995,"0",39.285354054487,NA,0
"22-06-326-1-200T",3,52,1.256,"1",14.144594007061,"austriacum",1
"22-06-326-1-200T",5,52,0.934,"1",39.286799259695,"austriacum",0
"22-06-326-1-200T",4,52,0.98,"1",39.2857178973499,"austriacum",0
"22-21-245-1-115T",11,19,0.752,"0",42.862056976107,"album",1
"22-06-326-1-200T",2,52,1.254,"1",14.1446019994216,"austriacum",0
"22-21-245-1-115T",1,24,1.167,"1",42.8513869273727,"album",0
"22-22-055-1-127T",16,17,1.995,"0",18.4062595575906,NA,0
"20-52-241-1-085T",12,19,0.752,"0",39.2905685019817,"album",0
"20-52-241-1-085T",16,17,1.01,"1",39.2849846917908,NA,0
"22-22-055-1-127T",7,19,1.222,"X",18.4114116167086,"album",0
"20-52-241-1-085T",17,19,1.45,"0",15.1307479386843,"album",1
"20-52-241-1-085T",11,19,0.894,"0",39.2876973697161,"album",1
"22-22-055-1-127T",4,19,0.765,"0",47.2287857529825,"album",0
"20-52-241-1-085T",5,25,0.722,"1",39.2911117416862,"album",0
"22-22-055-1-127T",14,19,1.092,"0",47.2198205575829,"album",0
"20-52-241-1-085T",1,19,1.199,"0",15.1318803482759,"album",1
"22-22-055-1-127T",10,19,2.222,"0",18.4042770657143,"album",0
"22-22-055-1-127T",13,19,1.102,"0",47.2194967020657,"album",0
"22-22-055-1-127T",11,19,0.868,"X",47.2263021445736,"album",0
"22-23-190-1-176T",12,17,0.758,"0",45.8796324618157,NA,0
"22-22-055-1-127T",12,19,0.76,"X",47.2288983491049,"album",0
"22-23-190-1-176T",10,17,1.488,"0",19.5551926641448,NA,0
"22-22-055-1-127T",9,19,1.612,"1",18.4091213700673,"album",1
"22-23-190-1-176T",8,17,0.884,"0",45.8766648113077,NA,0
"22-22-055-1-127T",8,19,0.871,"X",47.2262251150872,"album",0
"22-23-190-1-176T",7,20,3.52,"0",19.5328207835423,"album",1
"22-22-055-1-127T",3,19,1.358,"0",18.4106844846535,"album",0
"22-23-190-1-176T",14,20,1.344,"0",19.5560902733096,"album",1
"22-22-055-1-127T",5,19,2.242,"1",18.404092187815,"album",0
"22-23-190-1-176T",9,22,0.74,"X",45.880019260625,NA,0
"14-63-220-1-172T",4,19,1.56,"0",14.1432311967629,"album",0
"20-52-244-1-082T",3,25,1.951,"4",19.9673463870719,"album",1
"14-63-220-1-172T",6,19,1.63,"0",14.1428757573827,"album",1
"14-63-220-1-172T",8,19,1.18,"0",14.1448887689463,"album",0
"20-52-244-1-082T",7,13,1.872,"0",19.9680250250846,NA,0
"14-63-220-1-172T",5,19,1.78,"0",14.14206164164,"album",1
"14-63-220-1-172T",2,19,1.72,"0",14.1423958711038,"album",0
"20-52-244-1-082T",4,13,1.813,"0",19.9685135893324,NA,0
"14-63-220-1-172T",9,19,2.02,"0",14.1406103126639,"album",1
"14-63-220-1-172T",10,19,1.85,"0",14.1416572444226,"album",1
"14-63-220-1-172T",17,19,1.89,"0",14.1414191689699,"album",1
"14-63-222-1-176T",7,17,0.77,"0",39.2902319518745,NA,0
"14-63-220-1-172T",19,19,1.32,"0",14.1443315312737,"album",1
"14-63-222-1-176T",13,17,0.85,"0",39.2886399375925,NA,0
"14-63-222-1-176T",1,61,2.5,"0",14.1371588743456,"abietis",1
"14-63-222-1-176T",3,61,1.68,"0",14.1426123335431,"abietis",0
"14-63-220-1-172T",7,19,1.8,"0",14.1419476889224,"album",1
"14-63-222-1-176T",16,17,0.79,"X",39.289848676815,NA,0
"14-63-220-1-172T",18,19,1.25,"0",14.1446179459594,"album",0
"14-63-222-1-176T",8,17,1.26,"0",14.1445779841947,NA,0
"14-63-222-1-176T",11,17,0.78,"0",39.2900415424294,NA,0
"14-63-220-1-172T",3,19,1.79,"0",14.1420048242033,"album",1
"14-63-222-1-176T",2,61,0.93,"0",39.2868908373605,"abietis",0
"14-63-220-1-172T",20,19,1.54,"0",14.1433298887084,"album",0
"14-63-222-1-176T",12,17,1,"0",39.2852315468878,NA,0
"22-26-280-1-196T",1,52,1.465,"1",14.143688653659,"austriacum",0
"14-63-222-1-176T",15,17,1.24,"0",14.144657589527,NA,0
"14-63-222-1-176T",9,61,2.12,"X",14.1399515846617,"abietis",1
"14-63-222-1-176T",10,61,0.76,"X",39.2904199062357,"abietis",0
"14-63-222-1-176T",17,61,1.21,"X",14.1447746109943,"abietis",0
"22-26-280-1-196T",3,52,1.228,"1",14.1447047418625,"austriacum",1
"22-26-280-1-196T",2,52,1.31,"1",14.144373402368,"austriacum",0
"20-54-244-1-054T",18,14,1.393,"0",26.009442011574,"album",1
"20-54-244-1-054T",11,14,1.554,"0",26.0080530931556,"album",1
"20-54-244-1-054T",10,17,1.194,"0",26.0109492036018,NA,0
"20-54-244-1-054T",19,14,0.862,"0",68.5778137129602,"album",0
"22-31-193-1-249T",2,21,1.08,"2",39.2831880240254,"album",1
"20-54-244-1-054T",16,14,1.785,"0",26.0057955387118,"album",1
"22-31-193-1-249T",6,21,0.929,"0",39.2869136706354,"album",1
"20-54-244-1-054T",17,14,1.56,"0",26.0079984020783,"album",1
"22-31-193-1-249T",5,21,0.717,"0",39.2912001331948,"album",1
"20-54-244-1-054T",2,21,0.927,"0",68.5753205774457,"album",0
"22-31-193-1-249T",3,21,0.925,"1",39.2870047576964,"album",1
"22-32-153-1-265T",6,14,0.762,"0",39.2903825115593,"album",1
"22-32-153-1-265T",4,14,1.248,"2",14.1446259001364,"album",1
"22-32-153-1-265T",3,14,0.895,"3",39.2876753955003,"album",1
"22-29-034-1-152T",8,17,1.609,"1",14.142984025119,NA,0
"22-29-034-1-152T",7,17,1.66,"X",14.1427186567315,NA,0
"22-32-153-1-265T",5,14,1.195,"X",14.1448320479501,"album",0
"22-29-034-1-152T",3,17,0.984,"X",39.2856214123209,NA,0
"22-32-153-1-265T",2,14,1.496,"1",14.143542533167,"album",0
"22-32-153-1-265T",1,14,0.89,"X",39.2877850211647,"album",1
"22-29-034-1-152T",5,19,2.77,"1",14.1348962144566,"album",1
"14-57-268-1-044T",4,61,1.38,"X",14.1440736251348,"abietis",0
"22-2B-349-1-230T",6,53,0.747,"X",39.2906605764917,"austriacum",0
"22-2B-349-1-230T",8,53,1.153,"X",39.2811863514431,"austriacum",0
"14-57-268-1-044T",6,61,0.92,"X",39.2871180640221,"abietis",0
"22-2B-349-1-230T",9,53,1.011,"0",39.2849598713579,"austriacum",0
"14-57-268-1-044T",8,61,1.25,"X",14.1446179459594,"abietis",0
"22-2B-349-1-230T",12,53,1.105,"0",39.2825172324165,"austriacum",0
"14-57-268-1-044T",11,61,1.37,"0",14.1441174048343,"abietis",1
"22-2B-349-1-230T",13,53,1.12,"0",39.2821074007625,"austriacum",0
"22-2B-349-1-230T",14,53,0.92,"X",39.2871180643993,"austriacum",0
"14-57-268-1-044T",24,61,1.45,"0",14.1437582595654,"abietis",1
"22-2B-349-1-230T",15,53,0.88,"0",39.288002431855,"austriacum",0
"14-57-268-1-044T",2,61,1.48,"0",14.1436183317802,"abietis",1
"22-2B-349-1-230T",16,53,1.352,"0",14.1441954066978,"austriacum",0
"22-2B-349-1-230T",20,53,0.932,"X",39.2868450976858,"austriacum",0
"14-57-268-1-044T",10,61,1.44,"0",14.1438042660069,"abietis",0
"22-2B-349-1-230T",22,53,1.273,"0",14.1445255581161,"austriacum",0
"22-2B-349-1-230T",23,53,1.308,"0",14.1443817383632,"austriacum",0
"22-2B-349-1-230T",24,53,1.439,"0",14.1438088494228,"austriacum",0
"14-57-268-1-044T",22,61,1.24,"0",14.144657589527,"abietis",0
"22-2B-349-1-230T",3,53,1.119,"0",39.2821348945196,"austriacum",0
"14-57-268-1-044T",25,61,2.32,"0",14.1385388661369,"abietis",1
"22-2B-349-1-230T",19,53,1.387,"0",14.1440427900107,"austriacum",0
"14-57-268-1-044T",12,61,0.8,"X",39.2896533574029,"abietis",0
"22-2B-349-1-230T",1,53,1.4,"0",14.1439851112648,"austriacum",0
"22-2B-349-1-230T",2,53,1.159,"0",39.2810160193339,"austriacum",0
"14-57-268-1-044T",15,61,1.53,"0",14.1433787576497,"abietis",0
"22-2B-349-1-230T",4,53,1.318,"0",14.1443399311218,"austriacum",1
"14-57-268-1-044T",7,61,1.16,"0",39.2809875457921,"abietis",0
"22-2B-349-1-230T",5,53,1.412,"0",14.143931392177,"austriacum",0
"22-2B-349-1-230T",7,53,1.329,"0",14.1442935756816,"austriacum",0
"14-57-268-1-044T",13,61,1.55,"0",14.1432807017439,"abietis",0
"14-57-268-1-044T",18,61,1.39,"0",14.1440295273118,"abietis",0
"14-57-268-1-044T",16,61,1.3,"0",14.1444149552746,"abietis",0
"14-57-268-1-044T",21,61,0.8,"X",39.2896533574029,"abietis",0
"22-43-230-1-186T",4,24,0.736,"X",39.2908609797823,NA,0
"14-57-268-1-044T",1,61,2.06,"0",14.1403506328443,"abietis",1
"22-43-230-1-186T",1,61,0.753,"X",39.290550013423,"abietis",0
"22-43-230-1-186T",2,61,1.326,"0",14.1443062562532,"abietis",0
"14-57-268-1-044T",14,61,1.8,"0",14.1419476889224,"abietis",1
"22-43-230-1-186T",5,61,1.242,"0",14.1446496862996,"abietis",0
"22-43-230-1-186T",6,61,0.804,"0",39.2895745424313,"abietis",0
"14-57-268-1-044T",20,61,1.76,"0",14.1421743229499,"abietis",1
"22-43-230-1-186T",11,61,0.789,"0",39.2898680741702,"abietis",0
"22-43-230-1-186T",13,61,0.784,"0",39.2899646906193,"abietis",0
"22-43-230-1-186T",14,61,1.304,"0",14.1443983721736,"abietis",0
"22-43-230-1-186T",15,61,0.905,"0",39.2874543035846,"abietis",0
"22-43-230-1-186T",16,61,0.839,"0",39.2888681556113,"abietis",0
"22-52-217-1-066T",6,19,1.515,"0",15.6074658774999,"album",1
"22-43-230-1-186T",18,61,0.948,"0",39.2864756455405,"abietis",0
"22-52-217-1-066T",16,19,1.588,"0",15.6070679797364,"album",1
"22-43-230-1-186T",23,61,1.545,"0",14.1433053347675,"abietis",0
"22-52-217-1-066T",1,19,1.188,"0",15.6090186754141,"album",0
"22-43-230-1-186T",24,61,1.425,"0",14.1438726795783,"abietis",0
"22-52-217-1-066T",5,19,1.39,"0",15.6081037763719,"album",0
