"npp","a","ess","c13","mortbg2","poids_models","ssp_gui","is_gui_bin"
"22-43-230-1-186T",25,61,1.471,"0",14.1436606108217,"abietis",0
"22-52-217-1-066T",4,19,1.239,"0",15.608801205968,"album",1
"22-43-230-1-186T",19,61,1.636,"0",14.1428445661595,"abietis",0
"22-43-230-1-186T",12,61,1.033,"0",39.2844076156277,"abietis",0
"22-52-217-1-066T",3,19,1.198,"0",15.6089767542225,"album",0
"22-43-230-1-186T",10,61,1.793,"0",14.1419877167583,"abietis",0
"22-52-247-1-081T",6,14,1.64,"X",14.1428237084355,"album",1
"22-43-230-1-186T",9,61,2.024,"0",14.1405845732377,"abietis",0
"22-43-230-1-186T",8,61,2.287,"0",14.1387807115707,"abietis",1
"22-43-230-1-186T",3,61,2.117,"0",14.1399718078554,"abietis",0
"22-52-247-1-081T",3,14,1.485,"0",14.1435947322414,"album",0
"22-52-247-1-081T",2,14,1.395,"X",14.144007359021,"album",0
"22-52-247-1-081T",4,14,1.444,"1",14.1437859018459,"album",0
"22-44-081-1-157T",15,10,1.469,"0",23.6653736447153,NA,0
"22-52-247-1-081T",7,14,0.973,"X",39.2858858015897,"album",0
"22-44-081-1-157T",6,10,0.851,"0",59.3851375742419,NA,0
"22-44-081-1-157T",3,10,0.961,"0",59.381437090655,NA,0
"22-52-247-1-081T",8,14,1.365,"1",14.1441391754274,"album",1
"22-44-081-1-157T",1,10,1.843,"0",23.6620747610351,NA,0
"22-44-081-1-157T",2,10,1.376,"0",23.6660784088069,NA,0
"22-44-081-1-157T",10,10,1.771,"0",23.662767672729,NA,0
"22-44-081-1-157T",11,10,0.851,"0",59.3851375742419,NA,0
"22-44-081-1-157T",14,10,1.839,"0",23.6621139793586,NA,0
"22-52-247-1-081T",1,21,0.87,"0",39.288217388293,"album",1
"22-44-081-1-157T",7,14,0.789,"0",59.387025496084,"album",1
"22-44-081-1-157T",9,14,0.746,"0",59.3882510941811,"album",1
"22-53-091-1-117T",1,13,1.381,"0",26.7021009078696,NA,0
"22-44-081-1-157T",12,14,0.871,"0",59.3844981440574,"album",1
"22-53-091-1-117T",2,19,1.971,"1",26.6961584063485,"album",1
"22-55-214-1-046T",3,15,2.401,"0",14.1379305912561,"album",0
"20-55-224-1-062T",8,23,1.027,"X",55.9782375214387,"album",1
"22-55-214-1-046T",5,21,1.113,"1",39.2822993421273,"album",0
"22-55-214-1-046T",6,21,0.879,"X",39.2880240379415,"album",0
"22-55-214-1-046T",8,21,1.132,"X",39.2817755631142,"album",0
"22-60-143-1-069T",4,15,0.818,"X",39.289295596141,"album",1
"22-60-143-1-069T",10,15,1.454,"0",14.1437397681288,"album",0
"22-55-214-1-046T",7,22,0.712,"X",39.2912879108404,NA,0
"22-60-143-1-069T",7,15,0.768,"0",39.2902697388318,"album",0
"22-55-214-1-046T",4,24,1.432,"1",14.1438408424333,"album",0
"22-60-143-1-069T",3,17,1.215,"1",14.1447553064281,NA,0
"22-55-214-1-046T",9,24,1.583,"2",14.1431161280717,"album",1
"22-60-143-1-069T",2,27,2.046,"0",14.1404420985947,NA,0
"22-74-280-1-134T",10,14,0.86,"X",39.288429890398,"album",0
"22-68-285-1-063T",11,15,0.71,"1",39.2913228500152,"album",0
"22-74-280-1-134T",9,14,1.272,"1",15.6392088847021,"album",1
"22-68-285-1-063T",5,15,1.507,"1",14.1434899492492,"album",1
"22-74-280-1-134T",7,17,0.88,"1",39.288002431855,NA,0
"22-68-285-1-063T",9,15,0.805,"0",39.2895547772586,"album",0
"22-74-280-1-134T",8,17,0.822,"1",39.2892150134865,NA,0
"22-68-285-1-063T",7,15,0.726,"X",39.2910405865036,"album",0
"22-74-280-1-146T",11,10,0.773,"X",39.2901750864049,NA,0
"22-74-280-1-146T",2,11,1.737,"X",14.1423023346681,NA,0
"22-74-280-1-146T",4,14,0.775,"X",39.290137053579,"album",0
"22-74-280-1-146T",1,14,1.349,"1",14.1442083067915,"album",1
"22-88-262-1-072T",7,61,0.779,"X",44.4396436456712,"abietis",0
"22-74-280-1-146T",6,14,1.308,"1",14.1443817383632,"album",0
"22-88-262-1-072T",8,61,1.09,"X",44.431568801059,"abietis",0
"22-74-280-1-146T",12,14,1.45,"0",14.1437582597855,"album",0
"22-88-262-1-072T",11,61,1.953,"1",19.031224816586,"abietis",1
"20-57-244-1-030T",1,25,0.812,"X",39.2894157337001,"album",0
"22-88-262-1-072T",9,61,1.706,"0",19.0331605322856,"abietis",0
"22-88-262-1-072T",5,61,0.716,"X",44.4409523391393,"abietis",0
"22-88-262-1-072T",2,61,1.818,"0",19.0323151346818,"abietis",0
"22-88-269-1-069T",2,61,1.033,"0",39.2844076156277,"abietis",0
"22-88-269-1-069T",3,61,1.743,"0",14.1422691024106,"abietis",1
"20-57-244-1-030T",10,25,0.948,"0",39.2864756455405,"album",0
"22-88-269-1-069T",5,61,1.763,"0",14.1421575017385,"abietis",0
"22-88-269-1-069T",7,61,0.783,"0",39.2899839402598,"abietis",0
"20-57-244-1-030T",15,25,1.061,"0",39.2836875745028,"album",1
"22-88-269-1-069T",11,61,1.566,"0",14.1432013408154,"abietis",0
"22-88-269-1-069T",12,61,1.676,"0",14.1426336996948,"abietis",0
"20-57-244-1-030T",16,25,1.051,"0",39.2839469395292,"album",1
"22-88-269-1-069T",4,61,1.073,"0",39.2833730990021,"abietis",0
"20-57-244-1-030T",19,25,0.95,"0",39.2864290223526,"album",0
"22-88-269-1-069T",8,61,1.05,"0",39.2839727411332,"abietis",0
"24546-15020-6-2T",8,11,1.13,"0",39.2818311147179,NA,0
"22-88-269-1-069T",9,61,1.488,"0",14.143580534297,"abietis",0
"22-88-269-1-069T",10,61,1.393,"0",14.1440162358555,"abietis",0
"22-88-269-1-069T",14,61,1.554,"2",14.1432609376583,"abietis",1
"22-88-269-1-069T",15,61,1.396,"2",14.1440029158321,"abietis",1
"22-88-269-1-069T",16,61,1.553,"1",14.1432658833911,"abietis",0
"24546-15020-6-2T",6,20,2.66,"3",15.3479515838391,"album",1
"24546-15020-6-2T",7,11,1.36,"0",15.3569794930651,NA,0
"25584-14050-1-8T",5,20,1.35,"0",14.1442040098392,"album",1
"26587-10040-4-8T",1,21,0.76,"0",19.6452099531178,NA,0
"25584-14050-1-8T",3,20,1.61,"0",14.1429789012352,"album",1
"25584-14050-1-8T",2,20,1.6,"0",14.1430299962013,"album",1
"26587-10040-4-8T",3,52,1.03,"0",19.6422418115257,"austriacum",1
"25584-14050-1-8T",9,61,2.1,"0",14.1400858710879,NA,0
"26587-10040-4-8T",4,52,0.73,"0",19.6454845190582,"austriacum",0
"26587-10040-4-8T",2,52,0.82,"0",19.6446276770262,"austriacum",0
"25584-15040-0-6T",6,20,1.02,"0",39.2847353840507,"album",0
"31549-20080-2-4T",5,61,1.7,"1",7.0712523689141,"abietis",1
"25584-15040-0-6T",2,11,0.88,"0",39.2880024319581,NA,0
"25584-15040-0-6T",5,20,1.47,"0",14.1436652924457,"album",1
"25584-15040-0-6T",1,11,0.8,"0",39.2896533574029,NA,0
"31549-20080-2-4T",1,61,1.47,"0",7.07183264622285,"abietis",0
"31549-20080-2-4T",3,61,1.24,"0",7.0723287947635,"abietis",0
"31549-20080-2-4T",4,61,1.43,"0",7.07192497745195,"abietis",0
"35523-13020-2-8T",7,23,0.82,"0",39.2892553540523,"album",1
"31549-20080-2-4T",2,61,1.33,"0",7.0721446711398,"abietis",0
"31549-20080-2-4T",7,61,0.79,"0",19.6449243384075,"abietis",0
"31549-20080-2-4T",6,61,1.38,"0",7.0720368125674,"abietis",0
"12-88-266-1-066T",27,61,1.32,"0",14.1443315312737,"abietis",0
"12-88-266-1-066T",7,61,0.97,"0",39.2859573918509,"abietis",0
"12-88-266-1-066T",18,61,0.74,"0",39.2907884494257,"abietis",0
"12-88-266-1-066T",12,61,1.07,"0",39.2834520475953,"abietis",0
"12-88-266-1-066T",2,61,0.72,"0",39.2911471714465,"abietis",0
"38586-11060-3-6T",17,61,1.08,"0",39.2831880228871,"abietis",0
"12-88-266-1-066T",23,61,0.87,"0",39.2882173881911,"abietis",0
"38586-11060-3-6T",12,15,1.68,"0",14.1426123335431,NA,0
"38586-11060-3-6T",6,61,1.19,"0",14.1448510342238,"abietis",0
"12-88-266-1-066T",33,61,0.85,"0",39.2886399375925,"abietis",0
"12-88-266-1-066T",1,61,1.6,"0",14.1430299962013,"abietis",1
"12-88-266-1-066T",26,61,0.82,"0",39.2892553540523,"abietis",0
"38586-11060-3-6T",7,61,1.83,"0",14.1417743753966,"abietis",1
"12-88-266-1-066T",30,61,0.94,"0",39.286661156868,"abietis",0
"38586-11060-3-6T",11,17,1.4,"0",14.1439851113711,NA,0
"12-88-266-1-066T",16,61,0.82,"1",39.2892553540523,"abietis",0
"38586-11060-3-6T",8,22,1.54,"0",14.1433298887084,NA,0
"38586-11060-3-6T",9,61,1.56,"1",14.1432311967629,"abietis",1
"38586-12030-4-4T",12,61,1.43,"0",14.1438499549039,"abietis",1
"38586-12030-4-4T",25,61,1.7,"0",14.1425047378282,"abietis",0
"38586-12030-4-4T",15,24,0.8,"0",39.2896533574029,NA,0
"39584-12070-8-2T",6,61,1.43,"0",14.1438499549039,"abietis",0
"38586-12030-4-4T",10,61,1.46,"2",14.1437119350429,"abietis",1
"39584-12070-8-2T",5,61,1.36,"0",14.1441608664044,"abietis",0
"38586-12030-4-4T",7,61,1.99,"0",14.1408017371701,"abietis",1
"39584-12070-8-2T",3,61,1.42,"0",14.1438953251612,"abietis",1
"38586-12030-4-4T",27,61,1.14,"1",39.2815523768704,"abietis",1
"38586-12030-4-4T",18,61,2.18,"0",14.1395411024083,"abietis",1
"38586-12030-4-4T",16,24,0.79,"0",39.289848676815,NA,0
"14-67-269-1-043T",1,61,0.71,"0",39.2913228503895,"abietis",0
"14-67-269-1-043T",3,61,1.88,"0",14.1654549371117,"abietis",1
"14-67-269-1-043T",4,61,2.47,"0",14.1613648610751,"abietis",1
"14-67-269-1-043T",6,61,1.78,"0",14.1660384017951,"abietis",0
"38586-12030-4-4T",5,61,1.63,"0",14.1428757573827,"abietis",1
"14-67-269-1-043T",8,61,2.02,"0",14.1645846122042,"abietis",0
"38586-12030-4-4T",8,61,2.63,"0",14.1360982955488,"abietis",1
"14-67-269-1-043T",5,61,1.81,"0",14.1658667053547,"abietis",1
"14-67-269-1-043T",2,61,1.5,"3",14.1675026948168,"abietis",0
"38586-12030-4-4T",24,61,1.77,"0",14.1421181412248,"abietis",0
"12-88-265-1-053T",7,61,1.55,"0",14.1432807017439,"abietis",0
"12-88-265-1-053T",12,61,1.84,"0",14.1417159688123,"abietis",0
"39585-12050-1-4T",11,20,0.86,"0",39.2884298900958,"album",1
"12-88-265-1-053T",10,61,1.31,"0",14.1443734026066,"abietis",0
"14-67-270-1-054T",7,61,1.22,"0",3.53618398051242,"abietis",0
"12-88-265-1-053T",11,61,1.3,"0",14.1444149552746,"abietis",0
"12-88-265-1-053T",8,61,1.45,"0",14.1437582595654,"abietis",0
"12-88-265-1-053T",1,61,2.14,"1",14.1398160263429,"abietis",1
"14-67-270-1-054T",13,61,1.06,"0",9.82092840571632,"abietis",0
"12-88-265-1-053T",3,61,1.6,"1",14.1430299962013,"abietis",0
"14-67-270-1-054T",1,61,1.18,"0",3.53622219223658,"abietis",0
"14-67-270-1-054T",3,61,0.72,"0",9.82278679286162,"abietis",0
"14-67-270-1-054T",14,61,1.2,"1",3.5362032454302,"abietis",0
"14-67-270-1-054T",6,61,1.23,"1",3.53617422872305,"abietis",1
"04587-27000-3-4T",20,52,0.82,"0",19.6446276770262,"austriacum",1
"14-67-270-1-054T",8,61,1.2,"0",3.5362032454302,"abietis",0
"14-67-270-1-054T",11,61,0.94,"1",9.821665289217,"abietis",0
"14-67-270-1-054T",2,61,1.44,"0",3.53595106650172,"abietis",0
"04587-27000-3-4T",17,52,0.77,"0",19.6451159759373,"austriacum",1
"14-67-270-1-054T",12,61,1.32,"0",3.53608288281842,"abietis",0
"14-67-270-1-054T",9,61,1.44,"0",3.53595106650172,"abietis",0
"14-67-270-1-054T",10,61,1.23,"1",3.53617422872305,"abietis",0
"14-68-271-1-069T",1,61,2.34,"2",14.1383906108717,"abietis",1
"04587-18070-9-8T",12,52,0.8,"0",39.2896533574029,"austriacum",0
"04587-18070-9-8T",17,52,0.79,"0",39.289848676815,"austriacum",0
"04587-18070-9-8T",7,52,1.29,"0",14.1444561897729,"austriacum",0
"14-68-271-1-069T",3,61,1.61,"2",14.1429789012352,"abietis",1
"04587-18070-9-8T",18,52,1.08,"0",39.2831880228871,"austriacum",0
"14-68-271-1-069T",7,61,1.3,"1",14.1444149552746,"abietis",1
"04587-18070-9-8T",3,52,1.58,"0",14.1431312321787,"austriacum",1
"14-68-271-1-069T",2,61,0.9,"X",39.2875651568306,"abietis",0
"04587-18070-9-8T",5,52,1.39,"0",14.1440295273118,"austriacum",1
"14-68-271-1-069T",11,61,1.66,"1",14.1427186569079,"abietis",0
"04587-18070-9-8T",4,52,0.84,"0",39.2888475318324,"austriacum",1
"14-68-271-1-069T",5,61,2.02,"2",14.1406103126639,"abietis",1
"04587-18070-9-8T",8,52,1.19,"0",14.1448510342238,"austriacum",1
"14-68-271-1-069T",4,61,0.83,"X",39.2890526702631,"abietis",0
"14-68-271-1-069T",6,61,1.57,"2",14.1431813731763,"abietis",0
"14-68-271-1-069T",8,61,1.55,"2",14.1432807017439,"abietis",0
"14-68-275-1-061T",4,61,1.1,"0",39.2826526162427,"abietis",0
"13-88-262-1-071T",1,61,0.87,"0",39.2882173881911,"abietis",0
"13-88-262-1-071T",5,61,0.76,"0",39.2904199062357,"abietis",1
"13-88-262-1-071T",9,61,1.18,"0",14.1448887689463,"abietis",0
"13-88-262-1-071T",2,61,0.97,"0",39.2859573918509,"abietis",0
"14-68-273-1-067T",1,61,1.64,"1",16.4259263466432,"abietis",1
"14-68-275-1-061T",14,61,1.08,"1",39.2831880228871,"abietis",1
"14-68-275-1-063T",11,61,1.73,"0",14.1423409608924,"abietis",0
"14-68-275-1-063T",5,61,1.49,"0",14.1435710530526,"abietis",0
"14-68-275-1-063T",4,61,1.95,"0",14.1410525222585,"abietis",0
"14-68-273-1-067T",2,61,1.42,"0",16.4271709563861,"abietis",1
"14-68-275-1-063T",6,61,1.28,"0",14.144497106096,"abietis",0
"14-68-275-1-063T",8,61,1.7,"0",14.1425047378282,"abietis",0
"14-68-275-1-063T",12,61,1.84,"0",14.1417159688123,"abietis",0
"14-68-275-1-063T",2,61,2.09,"0",14.1401525379275,"abietis",0
"14-68-275-1-063T",9,61,1.72,"0",14.1423958711038,"abietis",1
"14-68-274-1-070T",7,61,1.79,"1",14.1420048242033,"abietis",0
"14-68-275-1-063T",7,61,1.46,"0",14.1437119350429,"abietis",0
"14-68-275-1-063T",13,61,1.33,"0",14.1442893422796,"abietis",0
"14-68-275-1-063T",1,61,1.41,"0",14.1439403773189,"abietis",0
"14-68-274-1-070T",3,61,2.78,"1",14.1348079746777,"abietis",1
"14-68-275-1-063T",14,61,1.46,"0",14.1437119350429,"abietis",0
"14-68-274-1-070T",8,61,2.21,"1",14.1393315755501,"abietis",0
"14-68-274-1-070T",11,61,0.73,"X",39.2909690381163,"abietis",0
"14-68-275-1-075T",3,61,1.23,"0",14.1446969148922,"abietis",1
"14-68-274-1-070T",9,61,0.78,"X",39.2900415424294,"abietis",0
"14-68-274-1-070T",10,61,2.3,"1",14.1386858518952,"abietis",0
"14-68-277-1-071T",21,61,0.73,"X",39.2909690381163,"abietis",0
"14-68-285-1-083T",20,15,1.06,"X",39.2837136228653,NA,0
"14-68-277-1-071T",13,61,1.63,"0",14.1428757573827,"abietis",1
"14-68-285-1-083T",4,61,0.77,"0",39.2902319518745,"abietis",0
"14-68-277-1-071T",18,61,1.2,"0",14.1448129817208,"abietis",1
"14-68-277-1-071T",2,61,1.28,"0",14.144497106096,"abietis",1
"14-68-285-1-083T",9,61,0.76,"0",39.2904199062357,"abietis",0
"14-68-285-1-083T",17,61,1.92,"2",14.1412372758172,"abietis",1
"14-68-277-1-071T",10,61,1.4,"2",14.1439851113711,"abietis",1
"14-68-277-1-071T",19,61,1.37,"1",14.1441174048343,"abietis",1
"14-68-277-1-071T",4,61,1.2,"0",14.1448129817208,"abietis",1
"14-68-286-1-082T",3,61,1.37,"1",14.1441174048343,"abietis",0
"14-68-286-1-082T",7,61,1.5,"1",14.1435234562693,"abietis",1
"14-68-286-1-082T",2,61,1.55,"1",14.1432807017439,"abietis",1
"14-68-286-1-082T",10,61,1.53,"1",14.1433787576497,"abietis",1
"14-68-277-1-071T",5,61,0.75,"X",39.2906054054427,"abietis",0
"14-68-277-1-071T",17,61,0.71,"X",39.2913228503895,"abietis",0
"14-68-286-1-082T",4,61,1.64,"1",14.1428237085102,"abietis",1
"14-68-286-1-082T",8,61,1.68,"1",14.1426123335431,"abietis",0
"14-69-240-1-152T",6,61,0.97,"0",39.2859573918509,"abietis",1
"41544-19020-0-2T",5,41,1.51,"0",3.53586888535918,"album",0
"14-69-240-1-152T",10,61,1.21,"4",14.1447746109943,"abietis",0
"14-69-240-1-152T",22,61,1.02,"1",39.2847353840507,"abietis",0
"41544-19020-0-2T",6,41,0.86,"0",9.82210747252395,"album",0
"14-69-240-1-152T",9,61,0.77,"0",39.2902319518745,"abietis",0
"41544-19020-0-2T",4,41,1.09,"0",9.82073038643408,"album",1
"14-69-240-1-152T",17,61,0.99,"X",39.2854759485394,"abietis",1
"14-69-240-1-152T",1,61,0.78,"0",39.2900415424294,"abietis",0
"41543-17040-8-6T",1,17,1.64,"0",4.40701376748393,NA,0
"41543-17040-8-6T",2,19,1.43,"0",4.4073335538349,"album",1
"41543-17040-8-6T",4,17,0.72,"0",10.255247120061,NA,0
"42565-17020-5-8T",13,23,1.67,"0",14.9149337733867,"album",1
"13-04-316-1-203T",7,54,1.18,"0",7.07244438447315,"austriacum",0
"13-04-316-1-203T",11,54,1.2,"0",7.0724064908604,"austriacum",0
"13-04-316-1-203T",8,54,1.11,"0",19.6411906172535,"austriacum",0
"13-04-316-1-203T",4,52,1.09,"0",19.6414607728682,"austriacum",1
"13-04-316-1-203T",9,54,1.21,"0",7.07238730549715,"austriacum",0
"42565-17020-5-8T",3,22,0.73,"0",39.2909690381163,NA,0
"13-04-316-1-203T",10,54,1.1,"0",19.6413263081214,"austriacum",0
"42565-16090-8-6T",1,61,1.24,"0",14.144657589527,"abietis",1
"05587-20070-3-8T",7,52,0.72,"1",19.6455735857232,"austriacum",1
"12-04-169-2-072T",17,58,0.72,"0",19.6455735857232,"austriacum",0
"05587-20070-3-8T",6,52,1.18,"0",7.07244438447315,"austriacum",0
"05587-20070-3-8T",4,52,1,"0",19.6426157734439,"austriacum",0
"12-04-169-2-072T",10,58,0.86,"0",19.6442149450479,"austriacum",1
"12-04-169-2-072T",13,58,0.77,"1",19.6451159759373,"austriacum",1
"42575-10080-7-4T",6,61,0.99,"0",40.8600620762344,"abietis",1
"42575-10080-7-4T",7,61,1.6,"0",16.0393995250863,"abietis",1
"12-04-169-2-072T",14,58,0.72,"1",19.6455735857232,"austriacum",1
"42575-10080-7-4T",2,61,2.05,"0",16.0364350641296,"abietis",0
"12-04-169-2-072T",4,58,0.74,"0",19.6453942247128,"austriacum",1
"42575-10080-7-4T",11,61,1.62,"0",16.0392832723957,"abietis",1
"42575-10080-7-4T",8,61,1.13,"0",40.8562711552233,"abietis",1
"42565-18020-4-8T",4,13,1.88,"0",22.4651288637024,NA,0
"42575-10080-7-4T",9,61,1.04,"0",40.8587655747493,"abietis",1
"42575-10080-7-4T",12,61,1.34,"X",16.0407795239823,"abietis",1
"42575-10080-7-4T",3,61,1.26,"0",16.0411550751978,"abietis",1
"42575-10080-7-4T",10,61,0.89,"X",40.8624636982412,"abietis",0
"42575-10080-7-4T",13,61,1.93,"0",16.0372969461445,"abietis",1
"42565-18020-4-8T",7,13,1.58,"0",22.4677533355017,NA,0
"42575-10080-7-4T",4,61,1.39,"0",16.0405330784212,"abietis",1
"42565-18020-4-8T",16,19,2.2,"1",22.4618286633882,"album",1
"42575-10080-7-4T",1,61,2.83,"0",16.0295693048209,"abietis",0
"42575-11020-4-8T",14,61,1.98,"0",14.1408649099864,"abietis",0
"42575-11020-4-8T",8,61,1.44,"0",14.1438042660069,"abietis",0
"42575-11020-4-8T",1,61,1.33,"0",14.1442893422796,"abietis",0
"42575-11020-4-8T",15,61,1.41,"0",14.1439403773189,"abietis",0
"42565-18020-4-8T",1,11,0.82,"X",55.1010310589811,NA,0
"42575-11020-4-8T",11,61,2.02,"0",14.1406103126639,"abietis",0
"42575-11020-4-8T",4,61,1.36,"0",14.1441608664044,"abietis",0
"42575-11020-4-8T",9,61,2.06,"0",14.1403506328443,"abietis",0
"42575-11020-4-8T",18,61,1,"0",39.2852315468878,"abietis",0
"42575-11020-4-8T",19,61,1.78,"0",14.14206164164,"abietis",0
"06597-10080-6-0T",12,61,1.7,"0",7.0712523689141,NA,0
"42575-11020-4-8T",12,61,0.82,"0",39.2892553540523,"abietis",0
"42575-11020-4-8T",7,61,2.55,"0",14.1367573026994,"abietis",1
"42575-11020-4-8T",5,61,0.75,"0",39.2906054054427,"abietis",0
"06597-10080-6-0T",19,52,1.08,"0",19.6415940114436,"austriacum",0
"42575-11020-4-8T",13,61,1.09,"0",39.2829215457363,"abietis",0
"06597-10080-6-0T",14,52,1.35,"3",7.0721020049196,"austriacum",0
"42575-11020-4-8T",17,61,1.87,"0",14.141538842259,"abietis",0
"06597-10080-6-0T",2,52,1.15,"0",19.6406355935967,"austriacum",1
"42575-11020-4-8T",2,61,1.32,"0",14.1443315312737,"abietis",0
"06597-10080-6-0T",5,52,1.14,"0",19.6407761884352,"austriacum",1
"06597-10080-6-0T",7,52,1.25,"0",7.0723089729797,"austriacum",1
"42575-11030-4-4T",7,61,0.83,"0",39.2890526702631,"abietis",0
"42575-11030-4-4T",13,61,1.97,"0",14.6602425571181,"abietis",1
"06597-10080-6-0T",6,52,1.01,"0",19.6424923460137,"austriacum",1
"42575-11030-4-4T",10,61,1.23,"0",14.6641501260504,"abietis",0
"06597-10080-6-0T",16,52,1.28,"0",7.072248553048,"austriacum",1
"42575-11030-4-4T",2,61,1.19,"0",14.664309905297,"abietis",0
"06597-10080-6-0T",13,52,0.82,"0",19.6446276770262,"austriacum",0
"42575-11030-4-4T",12,61,1.25,"0",14.6640682570438,"abietis",0
"06597-10080-6-0T",17,52,1.53,"0",7.07168937882485,"austriacum",0
"42575-11030-4-4T",8,61,0.93,"0",39.2868908373605,"abietis",0
"06597-10080-6-0T",1,52,0.78,"0",19.6450207712147,"austriacum",1
"42575-11030-4-4T",4,61,1.44,"0",14.6632246953153,"abietis",0
"06597-10080-6-0T",8,52,1.35,"0",7.0721020049196,"austriacum",1
"42575-11030-4-4T",11,61,0.73,"0",39.2909690381163,"abietis",0
"06597-10080-6-0T",20,52,1.43,"0",7.07192497745195,"austriacum",0
"42575-11030-4-4T",5,61,1.4,"0",14.6634121820877,"abietis",0
"06597-10080-6-0T",15,61,1.22,"0",7.07236796102485,NA,0
"42575-11030-4-4T",6,61,0.95,"0",39.2864290226308,"abietis",0
"06597-10080-6-0T",11,52,1.43,"0",7.07192497745195,"austriacum",1
"42575-11030-4-4T",3,61,0.79,"0",39.289848676815,"abietis",0
"42575-11030-4-4T",1,61,1.39,"0",14.6634582291699,"abietis",0
"06597-10080-6-0T",3,52,1.15,"1",19.6406355935967,"austriacum",1
"06597-10080-6-0T",9,61,1.34,"0",7.07212341756645,NA,0
"06597-10080-6-0T",18,61,1.42,"0",7.0719476625806,NA,0
"14-73-278-1-158T",7,20,0.78,"X",39.2900415424294,"album",0
"14-73-293-1-163T",1,61,1.49,"2",19.5317641927474,"abietis",1
"14-73-278-1-158T",18,20,1.67,"0",15.658384795283,"album",1
"14-73-278-1-158T",1,17,0.8,"X",39.2896533574029,NA,0
"14-73-278-1-158T",3,17,0.81,"0",39.2894555831239,NA,0
"43566-13030-7-0T",2,61,0.9,"0",39.2875651568306,"abietis",1
"14-73-278-1-158T",20,20,1.34,"0",15.6601354369375,"album",0
"14-73-278-1-158T",16,20,1.42,"0",15.6597462544078,"album",0
"43566-13030-7-0T",6,61,1.42,"0",14.1438953251612,"abietis",0
"14-73-278-1-158T",4,17,0.8,"0",39.2896533574029,NA,0
"43566-13030-7-0T",11,61,1.36,"0",14.1441608664044,"abietis",0
"14-73-278-1-158T",11,20,1.12,"0",39.2821074006313,"album",0
"14-73-278-1-158T",12,20,1.37,"0",15.6599921351394,"album",0
"43566-13030-7-0T",4,61,1.09,"0",39.2829215457363,"abietis",0
"14-73-278-1-158T",15,17,1.06,"0",39.2837136228653,NA,0
"14-73-278-1-158T",2,17,1.36,"0",15.6600402546385,NA,0
"43566-13050-6-4T",3,61,1.4,"X",14.1439851113711,"abietis",1
"14-73-278-1-158T",10,20,1.08,"0",39.2831880228871,"album",0
"14-73-278-1-158T",17,20,1.13,"0",39.2818311147179,"album",0
"14-73-278-1-158T",19,20,1.24,"0",15.6605902133224,"album",0
"43566-13050-6-4T",4,61,1.12,"0",39.2821074006313,"abietis",0
"04587-18040-9-2T",7,54,0.75,"0",48.8014602568705,"austriacum",0
"14-73-278-1-160T",5,61,1.22,"0",14.1447359220497,"abietis",0
"14-73-278-1-160T",23,61,1.66,"0",14.1427186569079,"abietis",0
